Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Dimension,Source Type
I don 't compare myself to anybody,1,don,Noun,singular,don,,NaturalWikiText
@ 05 million salary,3,salary,Noun,base,salary,,NaturalWikiText
I cost yesterday.,1,cost,Verb,past,cost,Tense/Aspect,Template
@ 9 ft ) aft,4,aft,Noun,singular,aft,,NaturalWikiText
= = = = Dovewing 's Silence = = = =,6,silence,Noun,base,silence,,NaturalWikiText
""" The Suspicious Package """,3,package,Noun,singular,package,,NaturalWikiText
Ken Mattingly ( CAPCOM ),0,ken,Verb,singular,ken,,NaturalWikiText
@ 54 million viewers,3,viewer,Noun,plural,viewers,,NaturalWikiText
"@ 0 % finance , 4 @",3,finance,Noun,base,finance,,NaturalWikiText
The brain itself weighed only 615 g ( 21 @,1,brain,Verb,base,brain,,NaturalWikiText
The layer was then peeled off,1,layer,Noun,singular,layer,,NaturalWikiText
2009 US trip,2,trip,Noun,base,trip,,NaturalWikiText
""" Independent 85 ( January 10 , 1916 ) : 54 – 56",1,independent,Noun,positive,independent,,NaturalWikiText
"= = = Mainly teaching , 1931 – 38 = = =",4,teach,Verb,base,teaching,,NaturalWikiText
"@ 4 km ) south of Reculver , before entering Thanet",9,enter,Verb,base,entering,,NaturalWikiText
"GameSpot 's Chris Watters thought the pistol was a "" neat twist on the humble sidearm """,4,thinck,Verb,past,thought,,NaturalWikiText
= = The divination text : Zhou yi = =,4,text,Noun,singular,text,,NaturalWikiText
91 Riley @-@ D 'Hondt Motorsports Toyota,1,riley,Adjective,positive,riley,,NaturalWikiText
Legion of Merit,0,legion,Noun,base,legion,,NaturalWikiText
= Lie Kim Hok =,1,lie,Verb,singular,lie,,NaturalWikiText
@ 4 km ) south of Leghorn harbour,7,harbour,Noun,singular,harbour,,NaturalWikiText
NY 318 ends 1 @,2,end,Noun,plural,ends,,NaturalWikiText
@ 62 mi ) of pedestrian streets,6,street,Noun,plural,streets,,NaturalWikiText
= = = Easy @-@ Bake Coven = = =,3,easy,Noun,singular,easy,,NaturalWikiText
= = = Life after libel suit = = =,6,suit,Verb,singular,suit,,NaturalWikiText
Truman Scholarship Foundation,1,scholarship,Verb,singular,scholarship,,NaturalWikiText
"Copa del Rey : 2010 – 11 , 2013 – 14",1,del,Noun,singular,del,,NaturalWikiText
Frank rejects the idea,0,frank,Noun,singular,frank,,NaturalWikiText
"Sensing the opportunity for a genuine theatrical success , Bizet accepted the commission",6,theatrical,Noun,positive,theatrical,,NaturalWikiText
Deuteronomy 20 : 10 – 14 says :,6,say,Verb,base,says,,NaturalWikiText
Damages to infrastructure amounted to MXN $ 300 million ( US $ 12 @,0,damage,Noun,base,damages,,NaturalWikiText
"American lion , Panthera leo atrox",4,leo,Noun,singular,leo,,NaturalWikiText
"flag of Poland ,",0,flag,Noun,base,flag,,NaturalWikiText
NY 31 was altered c,3,altered,Noun,singular,altered,,NaturalWikiText
"The New Mutants # 38 @-@ 39 ( Marvel , 1986 )",8,marvel,Noun,base,marvel,,NaturalWikiText
Neither of the Mauritanians progressed beyond the heats,4,progress,Noun,past,progressed,,NaturalWikiText
"Some students interpret "" 0 @",1,student,Noun,plural,students,,NaturalWikiText
The tibiotarsus was about 30 % longer than the femur,6,longer,Noun,singular,longer,,NaturalWikiText
@ 5 mi ) of racing,5,race,Verb,base,racing,,NaturalWikiText
= Bhopal : A Prayer for Rain =,4,prayer,Noun,singular,prayer,,NaturalWikiText
@ 3 % for the Wigan borough,6,borough,Noun,singular,borough,,NaturalWikiText
The maximum net generation was 10 @,2,net,Noun,base,net,,NaturalWikiText
the food on board was terrible,3,board,Noun,singular,board,,NaturalWikiText
""" Stiff Upper Lip """,2,upper,Noun,singular,upper,,NaturalWikiText
"The latter GCD is calculated from the gcd ( 147 , 462 mod 147 )",4,calculate,Verb,past,calculated,,NaturalWikiText
"Only those convicted of felonies , i",2,convict,Verb,past,convicted,,NaturalWikiText
= Han campaigns against Minyue =,2,campaign,Noun,base,campaigns,,NaturalWikiText
= = = Support from the Soviet Union = = =,6,soviet,Noun,singular,soviet,,NaturalWikiText
= = Diệm 's escape = =,4,escape,Verb,base,escape,,NaturalWikiText
""" He wasn 't killing them",4,kill,Verb,base,killing,,NaturalWikiText
( 2006 ) to be a separate species from Geoffroy 's spider monkey,6,separate,Verb,singular,separate,,NaturalWikiText
= = = Approach to Nazareth = = =,3,approach,Verb,base,approach,,NaturalWikiText
He was designated for assignment again on July 3,2,designate,Verb,past,designated,,NaturalWikiText
"Contrary to the ABC hypothesis , Michaels et al",0,contrary,Noun,positive,contrary,,NaturalWikiText
They were set 8 to 10 cm ( 3 @,2,set,Verb,base,set,,NaturalWikiText
@ 4 to the bid,4,bid,Verb,past,bid,,NaturalWikiText
The whitish to pale brownish stipe is 3 @,3,pale,Verb,positive,pale,,NaturalWikiText
even to me,0,even,Verb,base,even,,NaturalWikiText
Its capital is Belfast,0,it,Noun,plural,its,,NaturalWikiText
""" Losing My Religion "" – 4 : 29",1,lose,Verb,base,losing,,NaturalWikiText
"Nc3 , the Vienna Game",4,game,Noun,base,game,,NaturalWikiText
I described yesterday.,1,describe,Verb,past,described,Tense/Aspect,Template
The breed averages 13 @,1,breed,Verb,singular,breed,,NaturalWikiText
"@ 5 % agriculture , 0 @",3,agriculture,Noun,singular,agriculture,,NaturalWikiText
The verses 4 @,1,verse,Noun,base,verses,,NaturalWikiText
= = Reception of the diary = =,5,diary,Noun,positive,diary,,NaturalWikiText
= Rage Against the Machine =,4,machine,Noun,singular,machine,,NaturalWikiText
The Council of the Barbados Landship Association regulates the movement,1,council,Noun,singular,council,,NaturalWikiText
= = = The Cumaná venture = = =,5,venture,Noun,singular,venture,,NaturalWikiText
"Ken Griffey , Jr",0,ken,Verb,base,ken,,NaturalWikiText
= = Mode of preservation = =,2,mode,Noun,singular,mode,,NaturalWikiText
= Adolf Hitler 's 50th birthday =,5,birthday,Noun,singular,birthday,,NaturalWikiText
"149 , nearly twice the legal limit of",6,limit,Noun,base,limit,,NaturalWikiText
""" World 's On Fire "" – 3 : 12",4,fire,Noun,base,fire,,NaturalWikiText
The play follows a script by E,2,follow,Verb,plural,follows,,NaturalWikiText
"Papa , please buy me a tackle",3,buy,Verb,singular,buy,,NaturalWikiText
The very contrary is the truth,2,contrary,Noun,singular,contrary,,NaturalWikiText
""" Cosmic Friend "" – 5 : 23",2,friend,Noun,base,friend,,NaturalWikiText
Webster 's Pennine Bitter,3,bitter,Noun,base,bitter,,NaturalWikiText
"Jeff Dee , Greg K",0,jeff,Verb,singular,jeff,,NaturalWikiText
= 1994 Gator Bowl =,3,bowl,Noun,singular,bowl,,NaturalWikiText
The new trophy is 36 cm ( 14 @,2,trophy,Noun,singular,trophy,,NaturalWikiText
The Doctrine of Philosophical Necessity Illustrated ( 1777 ),5,illustrate,Verb,past,illustrated,,NaturalWikiText
= = MTV Unplugged Session = =,4,session,Noun,base,session,,NaturalWikiText
"Initially , Richard Gray of the U",3,gray,Verb,base,gray,,NaturalWikiText
= = = World Hockey Association = = =,4,hockey,Noun,singular,hockey,,NaturalWikiText
I arose yesterday.,1,arise,Verb,past,arose,Tense/Aspect,Template
@ 75 kilometres ( 1 @,2,kilometre,Noun,plural,kilometres,,NaturalWikiText
""" Nasser assumed military command",2,assume,Verb,past,assumed,,NaturalWikiText
"Otherwise , the diagnosis is terminal comedy """,5,terminal,Noun,base,terminal,,NaturalWikiText
@ 5 mph ( 95 km / h ) winds,9,wind,Verb,plural,winds,,NaturalWikiText
= = = Flight deck arrangements = = =,4,deck,Noun,base,deck,,NaturalWikiText
Manuel approached to within 578 mi ( 930 km ) of Lorena,1,approach,Verb,past,approached,,NaturalWikiText
= = = Cold @-@ water geysers = = =,3,cold,Noun,singular,cold,,NaturalWikiText
""" for Alan Smithee",2,alan,Noun,singular,alan,,NaturalWikiText
= SS Fort Stikine =,2,fort,Noun,singular,fort,,NaturalWikiText
@ 2 % of adolescent females ),5,female,Noun,plural,females,,NaturalWikiText
He was great,2,great,Noun,positive,great,,NaturalWikiText
"@ 6 million kids 6 @-@ 11 , according to Neilsen data",3,kid,Verb,base,kids,,NaturalWikiText
"the entire Luton Girls Choir """,4,choir,Verb,singular,choir,,NaturalWikiText
The mesosoma measures 7 @,2,measure,Noun,base,measures,,NaturalWikiText
Shortly past the U,1,past,Noun,singular,past,,NaturalWikiText
@ 5 @-@ meter ( 11 ft ) propellers,3,meter,Noun,base,meter,,NaturalWikiText
rotula is dependent upon sufficient moisture,2,dependent,Noun,singular,dependent,,NaturalWikiText
Horace Grant Underwood ( B,1,grant,Verb,base,grant,,NaturalWikiText
The concert generated intense excitement,2,generate,Verb,past,generated,,NaturalWikiText
Environmental Values 18 ( 3 ) : 361 – 78 @,1,value,Noun,base,values,,NaturalWikiText
= = = Independence Day before Independence = = =,4,day,Noun,singular,day,,NaturalWikiText
Tides up to 6 ft ( 1 @,1,up,Noun,singular,up,,NaturalWikiText
"Johnson , 491 U",0,johnson,Noun,singular,johnson,,NaturalWikiText
Conifer seed does tend to be storable,2,do,Verb,base,does,,NaturalWikiText
= = = Eruption of AD 79 = = =,5,ave,Noun,past,ad,,NaturalWikiText
"The presentation is typically neither "" illusionary "" nor purportedly "" magic """,11,magic,Noun,positive,magic,,NaturalWikiText
"Currently , the only clearly inherited risk factor is alpha 1 @-@ antitrypsin deficiency ( AAT )",7,factor,Noun,base,factor,,NaturalWikiText
The fruit body is typically 5 to 10 cm ( 2 @,2,body,Verb,singular,body,,NaturalWikiText
AST : assisted tackles,2,assist,Verb,past,assisted,,NaturalWikiText
4 ( OH ) COO ],2,oh,Noun,singular,oh,,NaturalWikiText
Drammatica : The Very Best of Yoko Shimomura ( 2008 ),4,well,Noun,positive,best,,NaturalWikiText
"@ 7 % of the watershed , lies above Hermann",7,lie,Verb,plural,lies,,NaturalWikiText
"Sensations of motion , or being pulled or twisted by forces",10,force,Noun,base,forces,,NaturalWikiText
= = = Brand design management = = =,3,brand,Noun,base,brand,,NaturalWikiText
"Carlsen – Boris Gelfand , Tal Memorial ( 2011 ) , Slav Defense : Quiet Variation",14,quiet,Verb,positive,quiet,,NaturalWikiText
For good @-@ prognosis leukemias ( i,1,good,Adjective,singular,good,,NaturalWikiText
2 to form the compound UuoF,4,compound,Noun,positive,compound,,NaturalWikiText
UK Freemasons Digital EP,3,ep,Noun,singular,ep,,NaturalWikiText
"The Southern Intercollegiate Athletic Association ( SIAA ) was founded on December 21 , 1894 , by Dr",1,southern,Noun,positive,southern,,NaturalWikiText
= = = Allegations of a conspiracy = = =,6,conspiracy,Noun,base,conspiracy,,NaturalWikiText
"Ocean Village Marina was formerly Sheppard 's Marina , owned by H",1,village,Noun,singular,village,,NaturalWikiText
= = = = = Cerulean sweater speech = = = = =,7,speech,Verb,base,speech,,NaturalWikiText
I can be heard amongst you all,3,hea',Verb,past,heard,,NaturalWikiText
"x ^ ^ y : Haskell ( for fractional base , integer exponents ) , D",9,base,Noun,base,base,,NaturalWikiText
= Japanese aircraft carrier Amagi =,3,carrier,Noun,singular,carrier,,NaturalWikiText
Drum @-@ Taps ( 1865 ),0,drum,Noun,singular,drum,,NaturalWikiText
= = = Narborough 's Treasure Hunt = = =,6,hunt,Verb,singular,hunt,,NaturalWikiText
The Rasputin File,2,file,Noun,base,file,,NaturalWikiText
= = = = Ball 's Bluff = = = =,4,ball,Noun,singular,ball,,NaturalWikiText
"Jerry McAfee January 14 , 1976 – December 1 , 1981",0,jerry,Noun,positive,jerry,,NaturalWikiText
"From thereon , the low proceeded slowly south @-@ southwestward before dissipating on October 13",4,low,Noun,positive,low,,NaturalWikiText
The vessel was designed for four 45 @-@ calibre 4 @,1,vessel,Noun,singular,vessel,,NaturalWikiText
"The stadium currently seats 20 @,@ 961",3,seat,Noun,base,seats,,NaturalWikiText
= = Burton II ( 1906 ) = =,2,burton,Noun,singular,burton,,NaturalWikiText
Jaycen Joshua – mixing,3,mix,Verb,base,mixing,,NaturalWikiText
Machine II Machine ( 1995 ),0,machine,Noun,singular,machine,,NaturalWikiText
The height of the floor is 1 @,4,floor,Noun,base,floor,,NaturalWikiText
Nadeshiko is Rin 's homeroom teacher,5,teacher,Noun,singular,teacher,,NaturalWikiText
Then I never expected to meet Toscanini,5,meet,Verb,base,meet,,NaturalWikiText
""" A Troubled Frontier : North @-@ Eastern Mashonaland , 1898 – 1906 """,3,frontier,Verb,singular,frontier,,NaturalWikiText
= = = Medal of Valor = = =,3,medal,Noun,singular,medal,,NaturalWikiText
"@ 65 % ; ash , 32 @",4,ash,Noun,singular,ash,,NaturalWikiText
"118 @,@ 500 items",3,item,Noun,plural,items,,NaturalWikiText
= = The Quarrymen recording = =,4,record,Noun,base,recording,,NaturalWikiText
"= = = "" The Forlorn Hope "" = = =",6,hope,Verb,base,hope,,NaturalWikiText
= = Principal concepts of Bowlby 's theory = =,3,concept,Noun,plural,concepts,,NaturalWikiText
"Both Pavilions were scheduled to be unveiled on June 19 , 2009",3,schedule,Noun,past,scheduled,,NaturalWikiText
"1761 Ayr Township , Cumberland County , Pennsylvania",2,township,Noun,singular,township,,NaturalWikiText
The sets of Hum Aapke Hain Koun,1,set,Verb,base,sets,,NaturalWikiText
@ 0 km2 ) near Haifa,4,near,Verb,positive,near,,NaturalWikiText
Both of these effects increase the usefulness of the alloy,4,increase,Verb,singular,increase,,NaturalWikiText
com ( mid @-@ 1990s to 2000 ) = = =,2,mid,Noun,singular,mid,,NaturalWikiText
guntheri is considerably smaller,3,small,Noun,positive,smaller,,NaturalWikiText
"Cambridge 's coaches were Francis Escombe , P",2,coach,Noun,base,coaches,,NaturalWikiText
Super GT ( 2004 ),0,super,Noun,positive,super,,NaturalWikiText
= = = Western New York = = =,3,western,Noun,singular,western,,NaturalWikiText
@ 9 mi ) northwest of town,4,northwest,Noun,singular,northwest,,NaturalWikiText
= = = Age of Harihara = = =,3,age,Noun,singular,age,,NaturalWikiText
He was too rough,3,rough,Noun,positive,rough,,NaturalWikiText
The practice of decompression techniques is another matter altogether,1,practice,Noun,singular,practice,,NaturalWikiText
= = = Devin Townsend Project ( 2008 – 2012 ) = = =,5,project,Noun,base,project,,NaturalWikiText
4 July 1815 : Knight of the Elephant ( Denmark ),4,knight,Noun,base,knight,,NaturalWikiText
The zygomatic arches ( cheekbones ) spread broadly,6,spread,Verb,past,spread,,NaturalWikiText
= Invasion ( Grey 's Anatomy ) =,3,grey,Adjective,positive,grey,,NaturalWikiText
The ceiling was 24 feet ( 7 @,1,ceil,Verb,base,ceiling,,NaturalWikiText
He was the sixth of thirteen children,3,sixth,Noun,positive,sixth,,NaturalWikiText
"Valhalla Centre , Alberta",1,centre,Noun,singular,centre,,NaturalWikiText
"Gay , Leslie F",0,gay,Noun,singular,gay,,NaturalWikiText
"Much more than a "" gloomy coda to the",1,more,Noun,singular,more,,NaturalWikiText
@ 4 million ft ² Providence Place Mall,6,place,Noun,singular,place,,NaturalWikiText
"A bronze ram , 1 @",1,bronze,Noun,base,bronze,,NaturalWikiText
All the hostage takers were reportedly killed,6,kill,Verb,past,killed,,NaturalWikiText
After joining the U,1,join,Noun,base,joining,,NaturalWikiText
Ahmose ) strikes against Sile,2,strike,Verb,plural,strikes,,NaturalWikiText
Macaulay 's fielding was also very effective,6,effective,Noun,positive,effective,,NaturalWikiText
Andy Battaglia from The A,0,andy,Noun,singular,andy,,NaturalWikiText
Hardcore drumming tends to be especially fast,6,fast,Noun,singular,fast,,NaturalWikiText
The puma of the plains of South America ( P,4,plain,Noun,plural,plains,,NaturalWikiText
= = = Construction of the current bridge ( 1904 ) = = =,7,bridge,Verb,singular,bridge,,NaturalWikiText
Many aspects of the systematics of the O,1,aspect,Noun,base,aspects,,NaturalWikiText
He rose to the rank of staff sergeant,1,rose,Noun,positive,rose,,NaturalWikiText
"A square gatehouse , 21 feet ( 6 @",1,square,Noun,base,square,,NaturalWikiText
] run the gamut from delightful to embarrassing,1,rin,Verb,past,run,,NaturalWikiText
Director 's Cut ( 2011 ),2,cut,Verb,base,cut,,NaturalWikiText
@ 1 mph ) for short distances,5,short,Noun,positive,short,,NaturalWikiText
Louis Metro Area,1,metro,Noun,positive,metro,,NaturalWikiText
Arms of Hugh le Despencer,0,arm,Noun,base,arms,,NaturalWikiText
@ 3 mi ) from the finish,6,finish,Noun,base,finish,,NaturalWikiText
@ 4 km ) loop hike,4,loop,Noun,singular,loop,,NaturalWikiText
= = Impact on biblical scholarship = =,5,scholarship,Verb,singular,scholarship,,NaturalWikiText
"However , after Specialist Four James L",3,specialist,Noun,positive,specialist,,NaturalWikiText
= = Back to England = =,2,back,Verb,singular,back,,NaturalWikiText
The trip was grueling,1,trip,Noun,positive,trip,,NaturalWikiText
""" Robbing the Cradle "" was widely praised",7,praise,Noun,past,praised,,NaturalWikiText
Multiple pin variations,0,multiple,Noun,singular,multiple,,NaturalWikiText
"Fortunately , Hoagie escapes from the shark",6,shark,Noun,singular,shark,,NaturalWikiText
The appliances were then blended together to create a seamless appearance,7,create,Verb,positive,create,,NaturalWikiText
Kenney 's citation read :,3,read,Verb,past,read,,NaturalWikiText
= = = Recovery from injury = = =,5,injury,Noun,base,injury,,NaturalWikiText
"However , cooler temperatures tend to prevail for longer after winter",8,long,Noun,positive,longer,,NaturalWikiText
= = = Colonial attitudes ( 1600 – 1900 ) = = =,3,colonial,Noun,singular,colonial,,NaturalWikiText
""" The Mountain Boy "" , sung by Florence Lancia",6,sing,Verb,past,sung,,NaturalWikiText
The descendants of Tytila 's ancestor Wehha,1,descendant,Noun,plural,descendants,,NaturalWikiText
= = = Miami Heat ( 2010 – 2014 ) = = =,4,heat,Noun,singular,heat,,NaturalWikiText
14 July 1954 : WB771 the prototype HP,6,prototype,Noun,singular,prototype,,NaturalWikiText
@ 1 ft ) away,4,away,Adjective,positive,away,,NaturalWikiText
protecting a person from vices rather than teaching them virtues,7,teach,Verb,base,teaching,,NaturalWikiText
The craft can refuel by collecting fuel barrels,6,fuel,Noun,base,fuel,,NaturalWikiText
"Leonard "" Bones "" McCoy",2,bone,Verb,plural,bones,,NaturalWikiText
"= = = Verdict , sentence , defrocking = = =",5,sentence,Noun,base,sentence,,NaturalWikiText
"The real IRA """,1,real,Noun,singular,real,,NaturalWikiText
= The Cure ( Fringe ) =,4,fringe,Noun,singular,fringe,,NaturalWikiText
I Vampiri ( lit,3,light,Noun,past,lit,,NaturalWikiText
Labrosaurus fragilis is a typographical error by Marsh ( 1896 ) for Labrosaurus ferox,7,marsh,Noun,singular,marsh,,NaturalWikiText
= = = Welcome ( 22 : 20 – 00 : 00 ) = = =,3,welcome,Noun,positive,welcome,,NaturalWikiText
Borax Boron Mine ) 35 ° 2 ′ 34 @,2,mine,Noun,singular,mine,,NaturalWikiText
The mayor of Bayamón mobilized 500 soldiers,6,soldier,Noun,plural,soldiers,,NaturalWikiText
= = = Access to information = = =,3,access,Noun,singular,access,,NaturalWikiText
"Medley : "" I Gotta Feeling "" / "" Stereo Hearts "" / "" Valerie "" / "" Torn """,5,feeling,Noun,positive,feeling,,NaturalWikiText
"@ 4 % , mainly among immigrants from South Asia ) , Hinduism ( 0 @",6,immigrant,Noun,plural,immigrants,,NaturalWikiText
""" Atlantic Council Deputies """,2,council,Noun,singular,council,,NaturalWikiText
Background to Glory : The Life of George Rogers Clark,2,glory,Noun,base,glory,,NaturalWikiText
= = = Haywood 's revolutionary imperative = = =,5,revolutionary,Noun,singular,revolutionary,,NaturalWikiText
""" The Broadcast "" – 1 : 30",2,broadcast,Noun,past,broadcast,,NaturalWikiText
= = = Deaths from ingesting radioactive materials = = =,7,material,Verb,base,materials,,NaturalWikiText
Available to buy for $ 2 @,2,buy,Verb,base,buy,,NaturalWikiText
"Stewart 's colleague , Sue Crawford , branded Toyah a "" disaster magnet """,4,sue,Verb,base,sue,,NaturalWikiText
"T @-@ 40 ( tank ) ,",4,tank,Noun,base,tank,,NaturalWikiText
"Feirstein 's script was then contributed to by Nicholas Meyer before being reworked by Dan Petrie , Jr",5,contribute,Verb,past,contributed,,NaturalWikiText
= = = Institute of Archaeology : 1934 – 39 = = =,3,institute,Verb,singular,institute,,NaturalWikiText
Claude Errera of Halo,3,halo,Noun,singular,halo,,NaturalWikiText
"By September , families begin to form flocks",4,begin,Verb,singular,begin,,NaturalWikiText
"Sahih al @-@ Bukhari , 4 : 52 : 276 mentions :",10,mention,Noun,base,mentions,,NaturalWikiText
= = = Water @-@ powered armillary sphere = = =,7,sphere,Noun,singular,sphere,,NaturalWikiText
Catch Thirtythree ( 2005 ),0,catch,Noun,base,catch,,NaturalWikiText
Lamar Hunt U,1,hunt,Verb,base,hunt,,NaturalWikiText
@ 8 ft ) tall,4,tall,Noun,positive,tall,,NaturalWikiText
"Empty weight : 19 @,@ 082 lb ( 8 @,@ 655 kg )",0,empty,Verb,base,empty,,NaturalWikiText
= Monkey Gone to Heaven =,2,go,Verb,past,gone,,NaturalWikiText
He is also the patriarch of the Soprano household,8,household,Noun,singular,household,,NaturalWikiText
Kenneth Silber of Space,3,space,Noun,base,space,,NaturalWikiText
Welcome to Chicago,0,welcome,Noun,base,welcome,,NaturalWikiText
= Illinois ( Sufjan Stevens album ) =,4,steven,Noun,plural,stevens,,NaturalWikiText
The verse reads :,1,verse,Noun,singular,verse,,NaturalWikiText
The Kansas Turnpike is completely self @-@ sustaining,2,turnpike,Noun,singular,turnpike,,NaturalWikiText
= = = = = For Your Eyes Only ( 1981 ) = = = = =,7,eye,Noun,base,eyes,,NaturalWikiText
A number of organisations ( e,1,number,Noun,singular,number,,NaturalWikiText
"The wingtips were extended , increasing the wingspan to 120 ft ( 36 @",5,increasing,Noun,positive,increasing,,NaturalWikiText
"1935 : Triumph des Willens ( "" Triumph of the Will "" )",10,will,Noun,singular,will,,NaturalWikiText
About 10 % of the ingested amount is excreted,6,amount,Noun,singular,amount,,NaturalWikiText
com Postseason Tournament,2,tournament,Noun,singular,tournament,,NaturalWikiText
It is angry than before.,2,angry,Adjective,comparative,angry,Degree,Template
I have been lucky,1,have,Verb,singular,have,,NaturalWikiText
= = Struggle for Dublin = =,2,struggle,Noun,base,struggle,,NaturalWikiText
= = Fictional character biography = =,4,biography,Noun,singular,biography,,NaturalWikiText
""" A reviewer from About",2,reviewer,Noun,singular,reviewer,,NaturalWikiText
= = The Hospital ( 1646 – 1825 ) = =,3,hospital,Noun,positive,hospital,,NaturalWikiText
2012 is a 2009 American science fiction disaster film directed by Roland Emmerich,5,science,Noun,base,science,,NaturalWikiText
Literary critic A,1,critic,Noun,base,critic,,NaturalWikiText
= = = Further legal actions = = =,3,downhill,Adjective,positive,further,,NaturalWikiText
The brigade was acting without armor support,1,brigade,Noun,singular,brigade,,NaturalWikiText
"Statue of Aphrodite : marble , Beirut",0,statue,Noun,singular,statue,,NaturalWikiText
= Politics of Croatia =,1,politic,Noun,plural,politics,,NaturalWikiText
= = = Ethnic Macedonian nationalism = = =,3,ethnic,Noun,singular,ethnic,,NaturalWikiText
@ 719 @-@ pound ( 0 @,3,pound,Noun,singular,pound,,NaturalWikiText
1960 's conversion of 307 to freighter ( both converted ),9,convert,Verb,past,converted,,NaturalWikiText
Kesha 's former managers from DAS Communications Inc,2,former,Noun,positive,former,,NaturalWikiText
I think he 's been a selfish cricketer,1,think,Verb,base,think,,NaturalWikiText
= = Similar American decorations = =,2,similar,Noun,singular,similar,,NaturalWikiText
@ 6 % of residents,4,resident,Noun,plural,residents,,NaturalWikiText
= Arthur Bell ( footballer ) =,2,bell,Noun,base,bell,,NaturalWikiText
= = = Klondike Gold Rush = = =,5,rush,Noun,singular,rush,,NaturalWikiText
= The Good Terrorist =,2,good,Adjective,positive,good,,NaturalWikiText
""" Changing World "" ( Yames ) – 3 : 48",1,changing,Noun,singular,changing,,NaturalWikiText
Cicero transliterated the Greek word into the Latin átheos,3,greek,Noun,singular,greek,,NaturalWikiText
"The center of circulation was located 345 mi ( 555 km ) south of Acapulco , Mexico",5,locate,Verb,past,located,,NaturalWikiText
[ Hollyoaks ] was the break I 'd been praying for,5,break,Verb,singular,break,,NaturalWikiText
"burning blood , burning tyres """,0,burning,Noun,singular,burning,,NaturalWikiText
Flown on 17 September 1935,0,fly,Verb,past,flown,,NaturalWikiText
Schumacher 's studio,2,studio,Noun,singular,studio,,NaturalWikiText
= = = Polycystic ovary syndrome = = =,5,syndrome,Noun,singular,syndrome,,NaturalWikiText
All of the deck armor was overlaid on a 25 @-@ millimeter deck of Ducol steel,3,deck,Noun,singular,deck,,NaturalWikiText
"Here , they sampled permanently shadowed soil",6,soil,Noun,singular,soil,,NaturalWikiText
= = = Colonists reinforce their positions = = =,6,position,Noun,plural,positions,,NaturalWikiText
The Swedish alphabet is completely identical to the Finnish alphabet,5,identical,Noun,positive,identical,,NaturalWikiText
"Mistra was ruled from Constantinople after 1262 , then was the suzerain of the Despotate of the Morea from 1348 to 1460",2,rule,Noun,past,ruled,,NaturalWikiText
The Polish casualties were particularly severe,1,polish,Noun,singular,polish,,NaturalWikiText
"Frank Villa , Walla Walla , Washington",0,frank,Noun,positive,frank,,NaturalWikiText
= = = Other prognostic markers = = =,3,other,Noun,positive,other,,NaturalWikiText
= = Rising success : 1990 – 2000 = =,2,rising,Noun,positive,rising,,NaturalWikiText
"@ 9 % ) , ahead of Sonny Gray",8,grey,Adjective,positive,gray,,NaturalWikiText
Cassie was very positive about life,3,positive,Noun,positive,positive,,NaturalWikiText
"Colville , commanding the 1st CS , on 26 July",2,commanding,Noun,positive,commanding,,NaturalWikiText
"Then , he returned to Lubbock",3,return,Verb,past,returned,,NaturalWikiText
= = = Development of a constitution = = =,6,constitution,Noun,singular,constitution,,NaturalWikiText
Sex isn 't glamorous,0,sex,Noun,base,sex,,NaturalWikiText
9 April 1689 – 14 December 1702 : The Right Honourable The Countess of Marlborough,9,right,Verb,singular,right,,NaturalWikiText
= = = Subsequent work by Nas = = =,4,work,Noun,singular,work,,NaturalWikiText
"Marshall Rosenberg , Ph",0,marshall,Noun,singular,marshall,,NaturalWikiText
The declaration of independence came into effect on 8 October 1991,4,come,Verb,past,came,,NaturalWikiText
I curved yesterday.,1,curve,Verb,past,curved,Tense/Aspect,Template
@ 1 kilometres ( 3 @,2,kilometre,Noun,plural,kilometres,,NaturalWikiText
"The Third Reich : The Essential Readings ( Wiley @-@ Blackwell , 1999 )",5,essential,Noun,positive,essential,,NaturalWikiText
"Bovington Tank Museum , Dorset , UK",1,tank,Noun,singular,tank,,NaturalWikiText
@ 1 mm ) aluminum plate,5,plate,Noun,singular,plate,,NaturalWikiText
", is a "" friend of Opus Dei",4,friend,Noun,base,friend,,NaturalWikiText
= Wings for My Flight =,1,wing,Noun,base,wings,,NaturalWikiText
Adult literacy is 61 %,0,adult,Noun,base,adult,,NaturalWikiText
Visa requirements were temporarily suspended,1,requirement,Noun,plural,requirements,,NaturalWikiText
Fairbanks attended the ceremony,3,ceremony,Noun,singular,ceremony,,NaturalWikiText
""" Alien Corridors "" – 1 : 48",1,alien,Noun,positive,alien,,NaturalWikiText
"Louis Cardinals to play for their affiliate , the Houston Buffaloes",1,cardinal,Noun,plural,cardinals,,NaturalWikiText
= = = = Sir Jonah Barrington = = = =,4,sir,Verb,base,sir,,NaturalWikiText
The mean precipitation is 997 @,1,mean,Verb,positive,mean,,NaturalWikiText
"Scots Float sluice , some 3 @",0,scot,Noun,plural,scots,,NaturalWikiText
= = = Levels of competition = = =,3,level,Noun,base,levels,,NaturalWikiText
""" Sleep Talk "" – 3 : 34",1,sleep,Verb,singular,sleep,,NaturalWikiText
The presidents declare bylaws regulating composition of the office,8,office,Noun,base,office,,NaturalWikiText
= = = = Wyatt offers Ike reward money = = = =,5,offer,Noun,base,offers,,NaturalWikiText
