Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Source Type
"He is simply told "" faith """,3,tell,Verb,past,told,NaturalWikiText
"Muhammad Khalil al @-@ Banna , Abu Nidal 's brother , told Yossi Melman :",11,tell,Verb,past,told,NaturalWikiText
= Adventure ( Atari 2600 ) =,1,adventure,Noun,base,adventure,NaturalWikiText
= = Dimensional Adventure Nu @-@ Mamonja = =,3,adventure,Noun,base,adventure,NaturalWikiText
Ron Goodwin – Adventure ( 1966 ),3,adventure,Noun,base,adventure,NaturalWikiText
= Sonic Adventure 2 =,2,adventure,Noun,base,adventure,NaturalWikiText
= = Exotic adventure films = =,3,adventure,Noun,base,adventure,NaturalWikiText
= Adventure ( Atari 2600 ) =,1,adventure,Noun,singular,adventure,NaturalWikiText
= = Dimensional Adventure Nu @-@ Mamonja = =,3,adventure,Noun,singular,adventure,NaturalWikiText
Ron Goodwin – Adventure ( 1966 ),3,adventure,Noun,singular,adventure,NaturalWikiText
= Sonic Adventure 2 =,2,adventure,Noun,singular,adventure,NaturalWikiText
= = Exotic adventure films = =,3,adventure,Noun,singular,adventure,NaturalWikiText
The direct sum,2,sum,Noun,base,sum,NaturalWikiText
Sum of <formula> = 3 @,0,sum,Noun,base,sum,NaturalWikiText
"Secondly , the Christians lent the sum of Rs",6,sum,Noun,base,sum,NaturalWikiText
"a "" sum "" of 1 ⁄ 4 after all",2,sum,Noun,base,sum,NaturalWikiText
the sum 1 / 4,1,sum,Noun,base,sum,NaturalWikiText
The direct sum,2,sum,Noun,singular,sum,NaturalWikiText
Sum of <formula> = 3 @,0,sum,Noun,singular,sum,NaturalWikiText
"Secondly , the Christians lent the sum of Rs",6,sum,Noun,singular,sum,NaturalWikiText
"a "" sum "" of 1 ⁄ 4 after all",2,sum,Noun,singular,sum,NaturalWikiText
the sum 1 / 4,1,sum,Noun,singular,sum,NaturalWikiText
Endless Wire ( 2006 ),1,wire,Noun,base,wire,NaturalWikiText
Villains by The Wire,3,wire,Noun,base,wire,NaturalWikiText
= = = On a Wire ( 2002 – 2003 ) = = =,5,wire,Noun,base,wire,NaturalWikiText
On a Wire ( 2002 ),2,wire,Noun,base,wire,NaturalWikiText
@ 5 km ) of wire,5,wire,Noun,base,wire,NaturalWikiText
Endless Wire ( 2006 ),1,wire,Noun,singular,wire,NaturalWikiText
Villains by The Wire,3,wire,Noun,singular,wire,NaturalWikiText
= = = On a Wire ( 2002 – 2003 ) = = =,5,wire,Noun,singular,wire,NaturalWikiText
On a Wire ( 2002 ),2,wire,Noun,singular,wire,NaturalWikiText
@ 5 km ) of wire,5,wire,Noun,singular,wire,NaturalWikiText
""" According to Quinlan , viewer feedback on the storyline was "" brilliant """,9,storyline,Noun,singular,storyline,NaturalWikiText
The Mercedes storyline attracted criticism,2,storyline,Noun,singular,storyline,NaturalWikiText
? storyline from American soap opera Dallas,1,storyline,Noun,singular,storyline,NaturalWikiText
"The storyline led to Místico , Volador Jr",1,storyline,Noun,singular,storyline,NaturalWikiText
= = = Ayala / DEA storyline = = =,6,storyline,Noun,singular,storyline,NaturalWikiText
= Ímar mac Arailt =,2,mac,Noun,singular,mac,NaturalWikiText
= Domnall mac Murchada =,2,mac,Noun,singular,mac,NaturalWikiText
"Julian Rhind @-@ Tutt - "" Mac "" Macartney",6,mac,Noun,singular,mac,NaturalWikiText
Mac Slocum of Filmfodder,0,mac,Noun,singular,mac,NaturalWikiText
The Picts accepted the reforms of Rome under Nechtan mac Der @-@ Ilei around 710,9,mac,Noun,singular,mac,NaturalWikiText
= Temple of Eshmun =,1,temple,Noun,base,temple,NaturalWikiText
The Masonic Temple was the most prominent of these new skyscrapers,2,temple,Noun,base,temple,NaturalWikiText
= = = Mortuary temple of Neferefre = = =,4,temple,Noun,base,temple,NaturalWikiText
"@ 2 sq mi ) around the Jokhang temple , about 1 kilometre ( 0 @",8,temple,Noun,base,temple,NaturalWikiText
= = = = Talud @-@ Tablero Temple = = = =,7,temple,Noun,base,temple,NaturalWikiText
= Temple of Eshmun =,1,temple,Noun,singular,temple,NaturalWikiText
The Masonic Temple was the most prominent of these new skyscrapers,2,temple,Noun,singular,temple,NaturalWikiText
= = = Mortuary temple of Neferefre = = =,4,temple,Noun,singular,temple,NaturalWikiText
"@ 2 sq mi ) around the Jokhang temple , about 1 kilometre ( 0 @",8,temple,Noun,singular,temple,NaturalWikiText
= = = = Talud @-@ Tablero Temple = = = =,7,temple,Noun,singular,temple,NaturalWikiText
= = = Consequences of Facundo 's death = = =,3,consequence,Noun,plural,consequences,NaturalWikiText
= = Consequences of Hotze 's death = =,2,consequence,Noun,plural,consequences,NaturalWikiText
Powis was concerned about the consequences for English Catholics,5,consequence,Noun,plural,consequences,NaturalWikiText
= = Consequences of Einstein 's theory = =,2,consequence,Noun,plural,consequences,NaturalWikiText
some unfortunate consequences,2,consequence,Noun,plural,consequences,NaturalWikiText
= = = Consequences of Facundo 's death = = =,3,consequence,Noun,base,consequences,NaturalWikiText
= = Consequences of Hotze 's death = =,2,consequence,Noun,base,consequences,NaturalWikiText
Powis was concerned about the consequences for English Catholics,5,consequence,Noun,base,consequences,NaturalWikiText
= = Consequences of Einstein 's theory = =,2,consequence,Noun,base,consequences,NaturalWikiText
some unfortunate consequences,2,consequence,Noun,base,consequences,NaturalWikiText
Roswell offers all GHSA sponsored sports,1,offer,Noun,plural,offers,NaturalWikiText
Hazlitt also offers some reflections on Shakespeare 's versification,2,offer,Noun,plural,offers,NaturalWikiText
""" Chipotle also offers a children 's menu",3,offer,Noun,plural,offers,NaturalWikiText
= = = = Wyatt offers Ike reward money = = = =,5,offer,Noun,plural,offers,NaturalWikiText
The poetry of Juvenal offers a lively curmudgeon 's perspective on urban society,4,offer,Noun,plural,offers,NaturalWikiText
Roswell offers all GHSA sponsored sports,1,offer,Noun,base,offers,NaturalWikiText
Hazlitt also offers some reflections on Shakespeare 's versification,2,offer,Noun,base,offers,NaturalWikiText
""" Chipotle also offers a children 's menu",3,offer,Noun,base,offers,NaturalWikiText
= = = = Wyatt offers Ike reward money = = = =,5,offer,Noun,base,offers,NaturalWikiText
The poetry of Juvenal offers a lively curmudgeon 's perspective on urban society,4,offer,Noun,base,offers,NaturalWikiText
Most everybody grew a mustache,2,grow,Verb,past,grew,NaturalWikiText
Adoption of the software grew quickly,4,grow,Verb,past,grew,NaturalWikiText
The Indian biotech industry grew by 15 @,4,grow,Verb,past,grew,NaturalWikiText
Internal consumption grew by 5 @,2,grow,Verb,past,grew,NaturalWikiText
Fears of communism grew,3,grow,Verb,past,grew,NaturalWikiText
= = = = Solar Renewable Energy Credits ( SRECs ) = = = =,4,solar,Noun,singular,solar,NaturalWikiText
= = Geographic solar insolation = =,3,solar,Noun,singular,solar,NaturalWikiText
Arturo Solar – trumpet,1,solar,Noun,singular,solar,NaturalWikiText
= = = Solar array arrangements = = =,3,solar,Noun,singular,solar,NaturalWikiText
@ 013 solar radii,2,solar,Noun,singular,solar,NaturalWikiText
= = = = Solar Renewable Energy Credits ( SRECs ) = = = =,4,solar,Noun,positive,solar,NaturalWikiText
= = Geographic solar insolation = =,3,solar,Noun,positive,solar,NaturalWikiText
Arturo Solar – trumpet,1,solar,Noun,positive,solar,NaturalWikiText
= = = Solar array arrangements = = =,3,solar,Noun,positive,solar,NaturalWikiText
@ 013 solar radii,2,solar,Noun,positive,solar,NaturalWikiText
DMT Sessions ( 2011 ),1,session,Noun,plural,sessions,NaturalWikiText
The Smitten Sessions ( 2004 ),2,session,Noun,plural,sessions,NaturalWikiText
= = = New York sessions = = =,5,session,Noun,plural,sessions,NaturalWikiText
= = = Maida Vale sessions = = =,5,session,Noun,plural,sessions,NaturalWikiText
The Merri Soul Sessions ( 2014 ),3,session,Noun,plural,sessions,NaturalWikiText
DMT Sessions ( 2011 ),1,session,Noun,base,sessions,NaturalWikiText
The Smitten Sessions ( 2004 ),2,session,Noun,base,sessions,NaturalWikiText
= = = New York sessions = = =,5,session,Noun,base,sessions,NaturalWikiText
= = = Maida Vale sessions = = =,5,session,Noun,base,sessions,NaturalWikiText
The Merri Soul Sessions ( 2014 ),3,session,Noun,base,sessions,NaturalWikiText
"Shiban , inspired by the 1950 noir film D",2,inspire,Verb,past,inspired,NaturalWikiText
"Nevertheless , the revolt inspired social reforms",4,inspire,Verb,past,inspired,NaturalWikiText
Much of the subplot was inspired by the film Monkey Shines,5,inspire,Verb,past,inspired,NaturalWikiText
They were inspired by Matisse 's paintings,2,inspire,Verb,past,inspired,NaturalWikiText
These discussions inspired cartoonist Art Spiegelman ( b,2,inspire,Verb,past,inspired,NaturalWikiText
"Although technologically advanced , the Mariposans lack genetic diversity",2,advance,Verb,past,advanced,NaturalWikiText
Only Michigan advanced,2,advance,Verb,past,advanced,NaturalWikiText
Loney on advanced trigonometry,2,advance,Verb,past,advanced,NaturalWikiText
Advanced CFT 1 – 15 km ( 9 @,0,advance,Verb,past,advanced,NaturalWikiText
Advanced to semifinals,0,advance,Verb,past,advanced,NaturalWikiText
"Caesar 's niece , Atia , was portrayed by actress Polly Walker",11,walker,Noun,singular,walker,NaturalWikiText
"Mary Edwards Walker , William F",2,walker,Noun,singular,walker,NaturalWikiText
= Francis Amasa Walker =,3,walker,Noun,singular,walker,NaturalWikiText
"Walker , Allan Seymour ( 1957 )",0,walker,Noun,singular,walker,NaturalWikiText
"Walker , was thematic unity",0,walker,Noun,singular,walker,NaturalWikiText
"Wemme 's attorney , George W",2,attorney,Noun,base,attorney,NaturalWikiText
Attorney James L,0,attorney,Noun,base,attorney,NaturalWikiText
Aubrey 's attorney Gregson E,2,attorney,Noun,base,attorney,NaturalWikiText
"The Rosenberg 's defense attorney , Emanuel H",4,attorney,Noun,base,attorney,NaturalWikiText
""" Speer 's attorney , Dr",3,attorney,Noun,base,attorney,NaturalWikiText
"Wemme 's attorney , George W",2,attorney,Noun,singular,attorney,NaturalWikiText
Attorney James L,0,attorney,Noun,singular,attorney,NaturalWikiText
Aubrey 's attorney Gregson E,2,attorney,Noun,singular,attorney,NaturalWikiText
"The Rosenberg 's defense attorney , Emanuel H",4,attorney,Noun,singular,attorney,NaturalWikiText
""" Speer 's attorney , Dr",3,attorney,Noun,singular,attorney,NaturalWikiText
Beside Jordans Weir is the outfall from Blackburn Meadows sewage treatment plant,11,plant,Noun,base,plant,NaturalWikiText
@ 0 % of all flowering plant species,6,plant,Noun,base,plant,NaturalWikiText
The plant retains them all winter,1,plant,Noun,base,plant,NaturalWikiText
= = = Regulation of plant growth = = =,5,plant,Noun,base,plant,NaturalWikiText
= = = Indicator plant species = = =,4,plant,Noun,base,plant,NaturalWikiText
Beside Jordans Weir is the outfall from Blackburn Meadows sewage treatment plant,11,plant,Noun,singular,plant,NaturalWikiText
@ 0 % of all flowering plant species,6,plant,Noun,singular,plant,NaturalWikiText
The plant retains them all winter,1,plant,Noun,singular,plant,NaturalWikiText
= = = Regulation of plant growth = = =,5,plant,Noun,singular,plant,NaturalWikiText
= = = Indicator plant species = = =,4,plant,Noun,singular,plant,NaturalWikiText
= = = Sri Lankan Tamil Refugees = = =,6,refugee,Noun,plural,refugees,NaturalWikiText
@ 7 million of whom were refugees,6,refugee,Noun,plural,refugees,NaturalWikiText
Loyal Refugees @-@ Lt,1,refugee,Noun,plural,refugees,NaturalWikiText
@ 7 million of whom were refugees,6,refugee,Noun,plural,refugees,NaturalWikiText
Another obstacle is the difficulty for refugees to obtain residency status or Croatian citizenship,6,refugee,Noun,plural,refugees,NaturalWikiText
= = = Sri Lankan Tamil Refugees = = =,6,refugee,Noun,base,refugees,NaturalWikiText
@ 7 million of whom were refugees,6,refugee,Noun,base,refugees,NaturalWikiText
Loyal Refugees @-@ Lt,1,refugee,Noun,base,refugees,NaturalWikiText
@ 7 million of whom were refugees,6,refugee,Noun,base,refugees,NaturalWikiText
Another obstacle is the difficulty for refugees to obtain residency status or Croatian citizenship,6,refugee,Noun,base,refugees,NaturalWikiText
Jordan attended Emsley A,0,jordan,Noun,singular,jordan,NaturalWikiText
"Jordan , Jennifer ( 2009 )",0,jordan,Noun,singular,jordan,NaturalWikiText
"Jordan , Robert ( 1967 )",0,jordan,Noun,singular,jordan,NaturalWikiText
"Drafting third , the Chicago Bulls selected Michael Jordan",8,jordan,Noun,singular,jordan,NaturalWikiText
Jordan Thomas was the director for the PlayStation 3 version,0,jordan,Noun,singular,jordan,NaturalWikiText
by Forbes magazine,2,magazine,Noun,singular,magazine,NaturalWikiText
Brian Vander Ark - Magazine ( 2011 ),4,magazine,Noun,singular,magazine,NaturalWikiText
Slant Magazine 's Fernando F,1,magazine,Noun,singular,magazine,NaturalWikiText
= = Al @-@ Islam magazine = =,5,magazine,Noun,singular,magazine,NaturalWikiText
""" Liberty Magazine , XIII ( November 28 , 1936 ) , pp",2,magazine,Noun,singular,magazine,NaturalWikiText
"The encore officially premiered on November 1 , 2010",3,premier,Noun,past,premiered,NaturalWikiText
""" Olivia "" premiered to 5 @",3,premier,Noun,past,premiered,NaturalWikiText
"A snippet of "" What You Want "" premiered on MTV on July 11 , 2011",8,premier,Noun,past,premiered,NaturalWikiText
"The film premiered on October 26 , 1984",2,premier,Noun,past,premiered,NaturalWikiText
"Iris 2 premiered on February 13 , 2013",2,premier,Noun,past,premiered,NaturalWikiText
"The encore officially premiered on November 1 , 2010",3,premiere,Noun,past,premiered,NaturalWikiText
""" Olivia "" premiered to 5 @",3,premiere,Noun,past,premiered,NaturalWikiText
"A snippet of "" What You Want "" premiered on MTV on July 11 , 2011",8,premiere,Noun,past,premiered,NaturalWikiText
"The film premiered on October 26 , 1984",2,premiere,Noun,past,premiered,NaturalWikiText
"Iris 2 premiered on February 13 , 2013",2,premiere,Noun,past,premiered,NaturalWikiText
201 children on roll,3,roll,Verb,base,roll,NaturalWikiText
= = = Roll of the Peerage = = =,3,roll,Verb,base,roll,NaturalWikiText
= = Roll of Honour = =,2,roll,Verb,base,roll,NaturalWikiText
Roll On ( 1984 ),0,roll,Verb,base,roll,NaturalWikiText
Slingshot Oklahoma roll,2,roll,Verb,base,roll,NaturalWikiText
201 children on roll,3,roll,Verb,singular,roll,NaturalWikiText
= = = Roll of the Peerage = = =,3,roll,Verb,singular,roll,NaturalWikiText
= = Roll of Honour = =,2,roll,Verb,singular,roll,NaturalWikiText
Roll On ( 1984 ),0,roll,Verb,singular,roll,NaturalWikiText
Slingshot Oklahoma roll,2,roll,Verb,singular,roll,NaturalWikiText
Mitchell 's pocket,2,pocket,Noun,base,pocket,NaturalWikiText
= Camas pocket gopher =,2,pocket,Noun,base,pocket,NaturalWikiText
New York : Pocket,3,pocket,Noun,base,pocket,NaturalWikiText
New York : Pocket,3,pocket,Noun,base,pocket,NaturalWikiText
New York : Pocket,3,pocket,Noun,base,pocket,NaturalWikiText
Mitchell 's pocket,2,pocket,Noun,singular,pocket,NaturalWikiText
= Camas pocket gopher =,2,pocket,Noun,singular,pocket,NaturalWikiText
New York : Pocket,3,pocket,Noun,singular,pocket,NaturalWikiText
New York : Pocket,3,pocket,Noun,singular,pocket,NaturalWikiText
New York : Pocket,3,pocket,Noun,singular,pocket,NaturalWikiText
Mitchell 's pocket,2,pocket,Noun,positive,pocket,NaturalWikiText
= Camas pocket gopher =,2,pocket,Noun,positive,pocket,NaturalWikiText
New York : Pocket,3,pocket,Noun,positive,pocket,NaturalWikiText
New York : Pocket,3,pocket,Noun,positive,pocket,NaturalWikiText
New York : Pocket,3,pocket,Noun,positive,pocket,NaturalWikiText
= = = Wartime cases ( 1917 – 1919 ) = = =,4,case,Noun,plural,cases,NaturalWikiText
= = = = The Puyallup cases = = = =,6,case,Noun,plural,cases,NaturalWikiText
@ 6 million cases globally,3,case,Noun,plural,cases,NaturalWikiText
"However , exceptions to both cases exist",5,case,Noun,plural,cases,NaturalWikiText
"Slaughterhouse Cases , 83 U",1,case,Noun,plural,cases,NaturalWikiText
= = = Wartime cases ( 1917 – 1919 ) = = =,4,case,Noun,base,cases,NaturalWikiText
= = = = The Puyallup cases = = = =,6,case,Noun,base,cases,NaturalWikiText
@ 6 million cases globally,3,case,Noun,base,cases,NaturalWikiText
"However , exceptions to both cases exist",5,case,Noun,base,cases,NaturalWikiText
"Slaughterhouse Cases , 83 U",1,case,Noun,base,cases,NaturalWikiText
100 – 66 Ma ),3,ma,Noun,singular,ma,NaturalWikiText
liri @-@ ma @-@ gu,2,ma,Noun,singular,ma,NaturalWikiText
liri + ma → liri @-@ ma,2,ma,Noun,singular,ma,NaturalWikiText
wal + ma → wal @-@ ma,2,ma,Noun,singular,ma,NaturalWikiText
bey + ma → bey @-@ ma,2,ma,Noun,singular,ma,NaturalWikiText
"Roger Clemens , Wade Boggs , Ken Griffey , Jr",6,ken,Verb,base,ken,NaturalWikiText
"Ken Griffey , Jr",0,ken,Verb,base,ken,NaturalWikiText
"[ A ] Domon Ken Photography Museum ( Sakata ) , September – November 2004",4,ken,Verb,base,ken,NaturalWikiText
Ken Mattingly ( CAPCOM ),0,ken,Verb,base,ken,NaturalWikiText
"@ 378 km / h ) ) , Ken Schrader ( 21 @",8,ken,Verb,base,ken,NaturalWikiText
"Roger Clemens , Wade Boggs , Ken Griffey , Jr",6,ken,Verb,singular,ken,NaturalWikiText
"Ken Griffey , Jr",0,ken,Verb,singular,ken,NaturalWikiText
"[ A ] Domon Ken Photography Museum ( Sakata ) , September – November 2004",4,ken,Verb,singular,ken,NaturalWikiText
Ken Mattingly ( CAPCOM ),0,ken,Verb,singular,ken,NaturalWikiText
"@ 378 km / h ) ) , Ken Schrader ( 21 @",8,ken,Verb,singular,ken,NaturalWikiText
"Without a doubt , Marilyn thinks Nicole is overstepping the mark",10,mark,Noun,base,mark,NaturalWikiText
"; Carnes , Mark C",3,mark,Noun,base,mark,NaturalWikiText
Mark Cortez ( v,0,mark,Noun,base,mark,NaturalWikiText
"Kurlansky , Mark ( 2002 )",2,mark,Noun,base,mark,NaturalWikiText
"Beaubien , Mark 's brother",2,mark,Noun,base,mark,NaturalWikiText
"Without a doubt , Marilyn thinks Nicole is overstepping the mark",10,mark,Noun,singular,mark,NaturalWikiText
"; Carnes , Mark C",3,mark,Noun,singular,mark,NaturalWikiText
Mark Cortez ( v,0,mark,Noun,singular,mark,NaturalWikiText
"Kurlansky , Mark ( 2002 )",2,mark,Noun,singular,mark,NaturalWikiText
"Beaubien , Mark 's brother",2,mark,Noun,singular,mark,NaturalWikiText
Ballon d 'Or third place : 2008,4,place,Noun,base,place,NaturalWikiText
George Place area of Houston,1,place,Noun,base,place,NaturalWikiText
@ 4 million ft ² Providence Place Mall,6,place,Noun,base,place,NaturalWikiText
Pellizotti was also the third @-@ place overall finisher,6,place,Noun,base,place,NaturalWikiText
Third place ( 1 ) : 1994,1,place,Noun,base,place,NaturalWikiText
Ballon d 'Or third place : 2008,4,place,Noun,singular,place,NaturalWikiText
George Place area of Houston,1,place,Noun,singular,place,NaturalWikiText
@ 4 million ft ² Providence Place Mall,6,place,Noun,singular,place,NaturalWikiText
Pellizotti was also the third @-@ place overall finisher,6,place,Noun,singular,place,NaturalWikiText
Third place ( 1 ) : 1994,1,place,Noun,singular,place,NaturalWikiText
= = = For the Father = = =,5,father,Noun,base,father,NaturalWikiText
= = = For the father = = =,5,father,Noun,base,father,NaturalWikiText
Ritchie 's father A,2,father,Noun,base,father,NaturalWikiText
Carver 's father H,2,father,Noun,base,father,NaturalWikiText
"( whose father , Hazen S",2,father,Noun,base,father,NaturalWikiText
= = = For the Father = = =,5,father,Noun,singular,father,NaturalWikiText
= = = For the father = = =,5,father,Noun,singular,father,NaturalWikiText
Ritchie 's father A,2,father,Noun,singular,father,NaturalWikiText
Carver 's father H,2,father,Noun,singular,father,NaturalWikiText
"( whose father , Hazen S",2,father,Noun,singular,father,NaturalWikiText
The Trylon also hosts showcases of the films throughout various directors ' careers,3,host,Noun,plural,hosts,NaturalWikiText
Bahrain also hosts 36 embassies,2,host,Noun,plural,hosts,NaturalWikiText
= = = Hosts triumph ( 2011 @-@ 2015 ) = = =,3,host,Noun,plural,hosts,NaturalWikiText
= = Selection of hosts = =,4,host,Noun,plural,hosts,NaturalWikiText
The stadium primarily hosts Sunderland A,3,host,Noun,plural,hosts,NaturalWikiText
The Trylon also hosts showcases of the films throughout various directors ' careers,3,host,Noun,base,hosts,NaturalWikiText
Bahrain also hosts 36 embassies,2,host,Noun,base,hosts,NaturalWikiText
= = = Hosts triumph ( 2011 @-@ 2015 ) = = =,3,host,Noun,base,hosts,NaturalWikiText
= = Selection of hosts = =,4,host,Noun,base,hosts,NaturalWikiText
The stadium primarily hosts Sunderland A,3,host,Noun,base,hosts,NaturalWikiText
Thank you for watching,3,watch,Noun,base,watching,NaturalWikiText
""" My Brother Is Watching Me "" – 3 : 49",4,watch,Noun,base,watching,NaturalWikiText
"I was watching for too many details , I guess",2,watch,Noun,base,watching,NaturalWikiText
Watching July 7,0,watch,Noun,base,watching,NaturalWikiText
"After watching Pallavi Anu Pallavi , N",1,watch,Noun,base,watching,NaturalWikiText
Thank you for watching,3,watching,Noun,singular,watching,NaturalWikiText
""" My Brother Is Watching Me "" – 3 : 49",4,watching,Noun,singular,watching,NaturalWikiText
"I was watching for too many details , I guess",2,watching,Noun,singular,watching,NaturalWikiText
Watching July 7,0,watching,Noun,singular,watching,NaturalWikiText
"After watching Pallavi Anu Pallavi , N",1,watching,Noun,singular,watching,NaturalWikiText
= Movement for the Intellectually Disabled of Singapore =,5,disable,Verb,past,disabled,NaturalWikiText
= = = Representation for the disabled = = =,6,disable,Verb,past,disabled,NaturalWikiText
= = = Institutes for the disabled = = =,6,disable,Verb,past,disabled,NaturalWikiText
The movement supports prohibiting the discrimination of the disabled,8,disable,Verb,past,disabled,NaturalWikiText
@ 2 km ) to the south were disabled by noon,8,disable,Verb,past,disabled,NaturalWikiText
"] "" We need to protect our children",6,our,Noun,singular,our,NaturalWikiText
"= = = "" Our Lady of the Chronicles "" = = =",4,our,Noun,singular,our,NaturalWikiText
I wanted to play to our weaknesses,5,our,Noun,singular,our,NaturalWikiText
We were our own censors,2,our,Noun,singular,our,NaturalWikiText
"Oft ' shall I dwell on our disastrous friendship ,",6,our,Noun,singular,our,NaturalWikiText
= = = Countries relapsed to IDA lending = = =,3,country,Noun,plural,countries,NaturalWikiText
= = = 1959 – 1960 anger from exporting countries = = =,9,country,Noun,plural,countries,NaturalWikiText
@ 4 million from 42 countries,5,country,Noun,plural,countries,NaturalWikiText
Most of these ( 64 % ) were from European Union or EFTA countries,13,country,Noun,plural,countries,NaturalWikiText
@ 5 million from 100 countries,5,country,Noun,plural,countries,NaturalWikiText
= = = Countries relapsed to IDA lending = = =,3,countrie,Noun,plural,countries,NaturalWikiText
= = = 1959 – 1960 anger from exporting countries = = =,9,countrie,Noun,plural,countries,NaturalWikiText
@ 4 million from 42 countries,5,countrie,Noun,plural,countries,NaturalWikiText
Most of these ( 64 % ) were from European Union or EFTA countries,13,countrie,Noun,plural,countries,NaturalWikiText
@ 5 million from 100 countries,5,countrie,Noun,plural,countries,NaturalWikiText
"On November 20 , Assistant U",4,assistant,Noun,singular,assistant,NaturalWikiText
FBI Assistant Director Brad D,1,assistant,Noun,singular,assistant,NaturalWikiText
' s assistant instead,2,assistant,Noun,singular,assistant,NaturalWikiText
"Yuriko was the choreographic "" reconstruction assistant """,6,assistant,Noun,singular,assistant,NaturalWikiText
The Assistant U,1,assistant,Noun,singular,assistant,NaturalWikiText
"On November 20 , Assistant U",4,assistant,Noun,positive,assistant,NaturalWikiText
FBI Assistant Director Brad D,1,assistant,Noun,positive,assistant,NaturalWikiText
' s assistant instead,2,assistant,Noun,positive,assistant,NaturalWikiText
"Yuriko was the choreographic "" reconstruction assistant """,6,assistant,Noun,positive,assistant,NaturalWikiText
The Assistant U,1,assistant,Noun,positive,assistant,NaturalWikiText
39 / Smooth ( 1990 ),2,smooth,Noun,base,smooth,NaturalWikiText
"virescens , is smooth",3,smooth,Noun,base,smooth,NaturalWikiText
"@ 4 Smooth FM , Capital Gold 1458 , 96 @",2,smooth,Noun,base,smooth,NaturalWikiText
The linear / exponential transition is smooth,6,smooth,Noun,base,smooth,NaturalWikiText
= Smooth Radio ( 2010 ) =,1,smooth,Noun,base,smooth,NaturalWikiText
39 / Smooth ( 1990 ),2,smooth,Noun,positive,smooth,NaturalWikiText
"virescens , is smooth",3,smooth,Noun,positive,smooth,NaturalWikiText
"@ 4 Smooth FM , Capital Gold 1458 , 96 @",2,smooth,Noun,positive,smooth,NaturalWikiText
The linear / exponential transition is smooth,6,smooth,Noun,positive,smooth,NaturalWikiText
= Smooth Radio ( 2010 ) =,1,smooth,Noun,positive,smooth,NaturalWikiText
39 / Smooth ( 1990 ),2,smooth,Noun,singular,smooth,NaturalWikiText
"virescens , is smooth",3,smooth,Noun,singular,smooth,NaturalWikiText
"@ 4 Smooth FM , Capital Gold 1458 , 96 @",2,smooth,Noun,singular,smooth,NaturalWikiText
The linear / exponential transition is smooth,6,smooth,Noun,singular,smooth,NaturalWikiText
= Smooth Radio ( 2010 ) =,1,smooth,Noun,singular,smooth,NaturalWikiText
@ 6 ha ) inside SeaWorld Orlando,4,inside,Noun,singular,inside,NaturalWikiText
Inside the Third Reich,0,inside,Noun,singular,inside,NaturalWikiText
Inside the pylons is a 1 @,0,inside,Noun,singular,inside,NaturalWikiText
A zebra @-@ print blanket was also inside the bag,7,inside,Noun,singular,inside,NaturalWikiText
@ 0 inside of the organelle,2,inside,Noun,singular,inside,NaturalWikiText
@ 6 ha ) inside SeaWorld Orlando,4,inside,Noun,positive,inside,NaturalWikiText
Inside the Third Reich,0,inside,Noun,positive,inside,NaturalWikiText
Inside the pylons is a 1 @,0,inside,Noun,positive,inside,NaturalWikiText
A zebra @-@ print blanket was also inside the bag,7,inside,Noun,positive,inside,NaturalWikiText
@ 0 inside of the organelle,2,inside,Noun,positive,inside,NaturalWikiText
Priestley play Dangerous Corner,3,corner,Noun,base,corner,NaturalWikiText
"Jim Blinn 's Corner : Notation , notation notation",3,corner,Noun,base,corner,NaturalWikiText
Corner sitout powerbomb,0,corner,Noun,base,corner,NaturalWikiText
Corner foot choke,0,corner,Noun,base,corner,NaturalWikiText
Corner slingshot splash,0,corner,Noun,base,corner,NaturalWikiText
Priestley play Dangerous Corner,3,corner,Noun,singular,corner,NaturalWikiText
"Jim Blinn 's Corner : Notation , notation notation",3,corner,Noun,singular,corner,NaturalWikiText
Corner sitout powerbomb,0,corner,Noun,singular,corner,NaturalWikiText
Corner foot choke,0,corner,Noun,singular,corner,NaturalWikiText
Corner slingshot splash,0,corner,Noun,singular,corner,NaturalWikiText
= = = = = Impact on passenger aircraft = = = = =,7,passenger,Noun,base,passenger,NaturalWikiText
""" Passenger "" – 4 : 39",1,passenger,Noun,base,passenger,NaturalWikiText
""" Passenger "" – 4 : 20 ( Internationalist )",1,passenger,Noun,base,passenger,NaturalWikiText
""" Passenger "" – 4 : 20 ( Internationalist )",1,passenger,Noun,base,passenger,NaturalWikiText
gallon ( 14 L / 100 km ; 20 mpg @-@ imp ) per passenger,14,passenger,Noun,base,passenger,NaturalWikiText
= = = = = Impact on passenger aircraft = = = = =,7,passenger,Noun,singular,passenger,NaturalWikiText
""" Passenger "" – 4 : 39",1,passenger,Noun,singular,passenger,NaturalWikiText
""" Passenger "" – 4 : 20 ( Internationalist )",1,passenger,Noun,singular,passenger,NaturalWikiText
""" Passenger "" – 4 : 20 ( Internationalist )",1,passenger,Noun,singular,passenger,NaturalWikiText
gallon ( 14 L / 100 km ; 20 mpg @-@ imp ) per passenger,14,passenger,Noun,singular,passenger,NaturalWikiText
@ 4 km ) east of Ampleforth Abbey,7,abbey,Noun,singular,abbey,NaturalWikiText
